Area,Consumption Segment,Country,Sector,data
Rural,Higher,"Brazil, Rondonia",Health,0.045933797
Rural,Higher,"Brazil, Rondonia",Education   ,0.027280066
Rural,Higher,"Brazil, Rondonia",Water Utility,0.003261751
Rural,Higher,"Brazil, Rondonia",Transport,0.446474143
Rural,Higher,"Brazil, Rondonia",Energy,0.02717762
Rural,Higher,"Brazil, Rondonia",Housing,0.077333555
Rural,Higher,"Brazil, Rondonia",Clothing and Footwear,0.031951406
Rural,Higher,"Brazil, Rondonia",Food and Beverages,0.161475929
Rural,Higher,"Brazil, Rondonia",All Sectors,1
Rural,Middle,"Brazil, Rondonia",Others,0.178510588
Rural,Middle,"Brazil, Rondonia",Financial Services,0.003725415
Rural,Middle,"Brazil, Rondonia",ICT,0.017281631
Rural,Middle,"Brazil, Rondonia",Personal Care,0.016595467
Rural,Middle,"Brazil, Rondonia",Health,0.094715014
Rural,Middle,"Brazil, Rondonia",Education   ,0.018617184
Rural,Middle,"Brazil, Rondonia",Water Utility,0.004834807
Rural,Middle,"Brazil, Rondonia",Transport,0.233587866
Rural,Middle,"Brazil, Rondonia",Energy,0.04614422
Rural,Middle,"Brazil, Rondonia",Housing,0.074321061
Rural,Middle,"Brazil, Rondonia",Clothing and Footwear,0.066627054
Rural,Middle,"Brazil, Rondonia",Food and Beverages,0.245039694
Rural,Middle,"Brazil, Rondonia",All Sectors,1
Rural,Low,"Brazil, Rondonia",Others,0.108577935
Rural,Low,"Brazil, Rondonia",Financial Services,0
Rural,Low,"Brazil, Rondonia",ICT,0.017248341
Rural,Low,"Brazil, Rondonia",Personal Care,0.029531796
Rural,Low,"Brazil, Rondonia",Health,0.088580707
Rural,Low,"Brazil, Rondonia",Education   ,0.008534311
Rural,Low,"Brazil, Rondonia",Water Utility,0.006209817
Rural,Low,"Brazil, Rondonia",Transport,0.194886141
Rural,Low,"Brazil, Rondonia",Energy,0.097273135
Rural,Low,"Brazil, Rondonia",Housing,0.068199904
Rural,Low,"Brazil, Rondonia",Clothing and Footwear,0.082313352
Rural,Low,"Brazil, Rondonia",Food and Beverages,0.298644558
Rural,Low,"Brazil, Rondonia",All Sectors,1
Rural,Lowest,"Brazil, Rondonia",Others,0.093827664
Rural,Lowest,"Brazil, Rondonia",Financial Services,0.000262383
Rural,Lowest,"Brazil, Rondonia",ICT,0.006245405
Rural,Lowest,"Brazil, Rondonia",Personal Care,0.026691936
Rural,Lowest,"Brazil, Rondonia",Health,0.072709669
Rural,Lowest,"Brazil, Rondonia",Education   ,0.002041581
Rural,Lowest,"Brazil, Rondonia",Water Utility,0.002332089
Rural,Lowest,"Brazil, Rondonia",Transport,0.110617304
Rural,Lowest,"Brazil, Rondonia",Energy,0.177093442
Rural,Lowest,"Brazil, Rondonia",Housing,0.055988036
Rural,Lowest,"Brazil, Rondonia",Clothing and Footwear,0.088501842
Rural,Lowest,"Brazil, Rondonia",Food and Beverages,0.363688649
Rural,Lowest,"Brazil, Rondonia",All Sectors,1
Rural,All,"Brazil, Rondonia",Others,0.146902282
Rural,All,"Brazil, Rondonia",Financial Services,0.002001834
Rural,All,"Brazil, Rondonia",ICT,0.01540557
Rural,All,"Brazil, Rondonia",Personal Care,0.020381275
Rural,All,"Brazil, Rondonia",Health,0.083522059
Rural,All,"Brazil, Rondonia",Education   ,0.015663704
Rural,All,"Brazil, Rondonia",Water Utility,0.004880815
Rural,All,"Brazil, Rondonia",Transport,0.247369697
Rural,All,"Brazil, Rondonia",Energy,0.068015017
Rural,All,"Brazil, Rondonia",Housing,0.071657616
Rural,All,"Brazil, Rondonia",Clothing and Footwear,0.067583925
Rural,All,"Brazil, Rondonia",Food and Beverages,0.256616206
Rural,All,"Brazil, Rondonia",All Sectors,1
Urban,Higher,"Brazil, Rondonia",Others,0.211698685
Urban,Higher,"Brazil, Rondonia",Financial Services,0.002321439
Urban,Higher,"Brazil, Rondonia",ICT,0.024549295
Urban,Higher,"Brazil, Rondonia",Personal Care,0.015219254
Urban,Higher,"Brazil, Rondonia",Health,0.045740451
Urban,Higher,"Brazil, Rondonia",Education   ,0.047099667
Urban,Higher,"Brazil, Rondonia",Water Utility,0.005039636
Urban,Higher,"Brazil, Rondonia",Transport,0.333535671
Urban,Higher,"Brazil, Rondonia",Energy,0.032514796
Urban,Higher,"Brazil, Rondonia",Housing,0.054409889
Urban,Higher,"Brazil, Rondonia",Clothing and Footwear,0.0741522
Urban,Higher,"Brazil, Rondonia",Food and Beverages,0.153719017
Urban,Higher,"Brazil, Rondonia",All Sectors,1
Urban,Middle,"Brazil, Rondonia",Others,0.1376777
Urban,Middle,"Brazil, Rondonia",Financial Services,0.000387933
Urban,Middle,"Brazil, Rondonia",ICT,0.029924128
Urban,Middle,"Brazil, Rondonia",Personal Care,0.033494388
Urban,Middle,"Brazil, Rondonia",Health,0.090017373
Urban,Middle,"Brazil, Rondonia",Education   ,0.043638145
Urban,Middle,"Brazil, Rondonia",Water Utility,0.009163589
Urban,Middle,"Brazil, Rondonia",Transport,0.206890293
Urban,Middle,"Brazil, Rondonia",Energy,0.055689207
Urban,Middle,"Brazil, Rondonia",Housing,0.079943576
Urban,Middle,"Brazil, Rondonia",Clothing and Footwear,0.080086118
Urban,Middle,"Brazil, Rondonia",Food and Beverages,0.233087549
Urban,Middle,"Brazil, Rondonia",All Sectors,1
Urban,Low,"Brazil, Rondonia",Others,0.141407337
Urban,Low,"Brazil, Rondonia",Financial Services,0.001926659
Urban,Low,"Brazil, Rondonia",ICT,0.018419026
Urban,Low,"Brazil, Rondonia",Personal Care,0.032539662
Urban,Low,"Brazil, Rondonia",Health,0.094651757
Urban,Low,"Brazil, Rondonia",Education   ,0.020757158
Urban,Low,"Brazil, Rondonia",Water Utility,0.013884885
Urban,Low,"Brazil, Rondonia",Transport,0.143888509
Urban,Low,"Brazil, Rondonia",Energy,0.085739795
Urban,Low,"Brazil, Rondonia",Housing,0.074032771
Urban,Low,"Brazil, Rondonia",Clothing and Footwear,0.112295514
Urban,Low,"Brazil, Rondonia",Food and Beverages,0.260456927
Urban,Low,"Brazil, Rondonia",All Sectors,1
Urban,Lowest,"Brazil, Rondonia",Others,0.135432102
Urban,Lowest,"Brazil, Rondonia",Financial Services,0
Urban,Lowest,"Brazil, Rondonia",ICT,0.009108624
Urban,Lowest,"Brazil, Rondonia",Personal Care,0.054066833
Urban,Lowest,"Brazil, Rondonia",Health,0.07251651
Urban,Lowest,"Brazil, Rondonia",Education   ,0.014111254
Urban,Lowest,"Brazil, Rondonia",Water Utility,0.025472734
Urban,Lowest,"Brazil, Rondonia",Transport,0.067120697
Urban,Lowest,"Brazil, Rondonia",Energy,0.17245863
Urban,Lowest,"Brazil, Rondonia",Housing,0.058254529
Urban,Lowest,"Brazil, Rondonia",Clothing and Footwear,0.124505321
Urban,Lowest,"Brazil, Rondonia",Food and Beverages,0.266952765
Urban,Lowest,"Brazil, Rondonia",All Sectors,1
Urban,All,"Brazil, Rondonia",Others,0.166994283
Urban,All,"Brazil, Rondonia",Financial Services,0.001447022
Urban,All,"Brazil, Rondonia",ICT,0.024504657
Urban,All,"Brazil, Rondonia",Personal Care,0.027103191
Urban,All,"Brazil, Rondonia",Health,0.073141225
Urban,All,"Brazil, Rondonia",Education   ,0.038837311
Urban,All,"Brazil, Rondonia",Water Utility,0.009271861
Urban,All,"Brazil, Rondonia",Transport,0.236454127
Urban,All,"Brazil, Rondonia",Energy,0.058119896
Urban,All,"Brazil, Rondonia",Housing,0.067886259
Urban,All,"Brazil, Rondonia",Clothing and Footwear,0.086555745
Urban,All,"Brazil, Rondonia",Food and Beverages,0.209684423
Urban,All,"Brazil, Rondonia",All Sectors,1
National,Higher,"Brazil, Roraima",Others,0.135612071
National,Higher,"Brazil, Roraima",Financial Services,0
National,Higher,"Brazil, Roraima",ICT,0.026047591
National,Higher,"Brazil, Roraima",Personal Care,0.031550901
National,Higher,"Brazil, Roraima",Health,0.11800181
National,Higher,"Brazil, Roraima",Education   ,0.023750815
National,Higher,"Brazil, Roraima",Water Utility,0.008129365
National,Higher,"Brazil, Roraima",Transport,0.426727204
National,Higher,"Brazil, Roraima",Energy,0.036386418
National,Higher,"Brazil, Roraima",Housing,0.034706566
National,Higher,"Brazil, Roraima",Clothing and Footwear,0.062341105
National,Higher,"Brazil, Roraima",Food and Beverages,0.096746155
National,Higher,"Brazil, Roraima",All Sectors,1
National,Middle,"Brazil, Roraima",Others,0.140037803
National,Middle,"Brazil, Roraima",Financial Services,0.000884196
National,Middle,"Brazil, Roraima",ICT,0.03865742
National,Middle,"Brazil, Roraima",Personal Care,0.041805732
National,Middle,"Brazil, Roraima",Health,0.052349165
National,Middle,"Brazil, Roraima",Education   ,0.018569385
National,Middle,"Brazil, Roraima",Water Utility,0.010787724
National,Middle,"Brazil, Roraima",Transport,0.271978902
National,Middle,"Brazil, Roraima",Energy,0.064852171
National,Middle,"Brazil, Roraima",Housing,0.076381657
National,Middle,"Brazil, Roraima",Clothing and Footwear,0.081866102
National,Middle,"Brazil, Roraima",Food and Beverages,0.201829743
National,Middle,"Brazil, Roraima",All Sectors,1
National,Low,"Brazil, Roraima",Others,0.102778127
National,Low,"Brazil, Roraima",Financial Services,0
National,Low,"Brazil, Roraima",ICT,0.032167601
National,Low,"Brazil, Roraima",Personal Care,0.057357646
National,Low,"Brazil, Roraima",Health,0.056626624
National,Low,"Brazil, Roraima",Education   ,0.009031889
National,Low,"Brazil, Roraima",Water Utility,0.017303527
National,Low,"Brazil, Roraima",Transport,0.179595611
National,Low,"Brazil, Roraima",Energy,0.094535253
National,Low,"Brazil, Roraima",Housing,0.066800806
National,Low,"Brazil, Roraima",Clothing and Footwear,0.088536185
National,Low,"Brazil, Roraima",Food and Beverages,0.295266731
National,Low,"Brazil, Roraima",All Sectors,1
National,Lowest,"Brazil, Roraima",Others,0.080506038
National,Lowest,"Brazil, Roraima",Financial Services,0
National,Lowest,"Brazil, Roraima",ICT,0.021985147
National,Lowest,"Brazil, Roraima",Personal Care,0.051719732
National,Lowest,"Brazil, Roraima",Health,0.052596098
National,Lowest,"Brazil, Roraima",Education   ,0.005658589
National,Lowest,"Brazil, Roraima",Water Utility,0.019026878
National,Lowest,"Brazil, Roraima",Transport,0.088651569
National,Lowest,"Brazil, Roraima",Energy,0.098133445
National,Lowest,"Brazil, Roraima",Housing,0.093584383
National,Lowest,"Brazil, Roraima",Clothing and Footwear,0.081144225
National,Lowest,"Brazil, Roraima",Food and Beverages,0.406993895
National,Lowest,"Brazil, Roraima",All Sectors,1
National,All,"Brazil, Roraima",Others,0.117656834
National,All,"Brazil, Roraima",Financial Services,0.000324271
National,All,"Brazil, Roraima",ICT,0.032271701
National,All,"Brazil, Roraima",Personal Care,0.047390481
National,All,"Brazil, Roraima",Health,0.062704236
National,All,"Brazil, Roraima",Education   ,0.014019263
National,All,"Brazil, Roraima",Water Utility,0.013931249
National,All,"Brazil, Roraima",Transport,0.233580859
National,All,"Brazil, Roraima",Energy,0.076373342
National,All,"Brazil, Roraima",Housing,0.069844672
National,All,"Brazil, Roraima",Clothing and Footwear,0.081523502
National,All,"Brazil, Roraima",Food and Beverages,0.25037959
National,All,"Brazil, Roraima",All Sectors,1
Rural,Higher,"Brazil, Roraima",Others,0
Rural,Higher,"Brazil, Roraima",Financial Services,0
Rural,Higher,"Brazil, Roraima",ICT,0
Rural,Higher,"Brazil, Roraima",Personal Care,0
Rural,Higher,"Brazil, Roraima",Health,0
Rural,Higher,"Brazil, Roraima",Education   ,0
Rural,Higher,"Brazil, Roraima",Water Utility,0
Rural,Higher,"Brazil, Roraima",Transport,0
Rural,Higher,"Brazil, Roraima",Energy,0
Rural,Higher,"Brazil, Roraima",Housing,0
Rural,Higher,"Brazil, Roraima",Clothing and Footwear,0
Rural,Higher,"Brazil, Roraima",Food and Beverages,0
Rural,Higher,"Brazil, Roraima",All Sectors,0
Rural,Middle,"Brazil, Roraima",Others,0.055785153
Rural,Middle,"Brazil, Roraima",Financial Services,0
Rural,Middle,"Brazil, Roraima",ICT,0.01213157
Rural,Middle,"Brazil, Roraima",Personal Care,0.021078844
Rural,Middle,"Brazil, Roraima",Health,0.095005785
Rural,Middle,"Brazil, Roraima",Education   ,0
Rural,Middle,"Brazil, Roraima",Water Utility,0
Rural,Middle,"Brazil, Roraima",Transport,0.374863868
Rural,Middle,"Brazil, Roraima",Energy,0.016496968
Rural,Middle,"Brazil, Roraima",Housing,0.059222243
Rural,Middle,"Brazil, Roraima",Clothing and Footwear,0.046091597
Rural,Middle,"Brazil, Roraima",Food and Beverages,0.319323973
Rural,Middle,"Brazil, Roraima",All Sectors,1
Rural,Low,"Brazil, Roraima",Others,0.066169432
Rural,Low,"Brazil, Roraima",Financial Services,0
Rural,Low,"Brazil, Roraima",ICT,0.018931076
Rural,Low,"Brazil, Roraima",Personal Care,0.047051168
Rural,Low,"Brazil, Roraima",Health,0.04593192
Rural,Low,"Brazil, Roraima",Education   ,9.13E-06
Rural,Low,"Brazil, Roraima",Water Utility,0.001223082
Rural,Low,"Brazil, Roraima",Transport,0.219234822
Rural,Low,"Brazil, Roraima",Energy,0.017857029
Rural,Low,"Brazil, Roraima",Housing,0.091065671
Rural,Low,"Brazil, Roraima",Clothing and Footwear,0.070837229
Rural,Low,"Brazil, Roraima",Food and Beverages,0.421689447
Rural,Low,"Brazil, Roraima",All Sectors,1
Rural,Lowest,"Brazil, Roraima",Others,0.054431517
Rural,Lowest,"Brazil, Roraima",Financial Services,0
Rural,Lowest,"Brazil, Roraima",ICT,0.009846991
Rural,Lowest,"Brazil, Roraima",Personal Care,0.04861734
Rural,Lowest,"Brazil, Roraima",Health,0.048184123
Rural,Lowest,"Brazil, Roraima",Education   ,0.000653426
Rural,Lowest,"Brazil, Roraima",Water Utility,0.00163153
Rural,Lowest,"Brazil, Roraima",Transport,0.061561988
Rural,Lowest,"Brazil, Roraima",Energy,0.028345455
Rural,Lowest,"Brazil, Roraima",Housing,0.138343192
Rural,Lowest,"Brazil, Roraima",Clothing and Footwear,0.076267042
Rural,Lowest,"Brazil, Roraima",Food and Beverages,0.532117396
Rural,Lowest,"Brazil, Roraima",All Sectors,1
Rural,All,"Brazil, Roraima",Others,0.058536215
Rural,All,"Brazil, Roraima",Financial Services,0
Rural,All,"Brazil, Roraima",ICT,0.013072646
Rural,All,"Brazil, Roraima",Personal Care,0.046986164
Rural,All,"Brazil, Roraima",Health,0.049261167
Rural,All,"Brazil, Roraima",Education   ,0.000405181
Rural,All,"Brazil, Roraima",Water Utility,0.001425947
Rural,All,"Brazil, Roraima",Transport,0.128387494
Rural,All,"Brazil, Roraima",Energy,0.024256349
Rural,All,"Brazil, Roraima",Housing,0.118892839
Rural,All,"Brazil, Roraima",Clothing and Footwear,0.073197979
Rural,All,"Brazil, Roraima",Food and Beverages,0.485578018
Rural,All,"Brazil, Roraima",All Sectors,1
Urban,Higher,"Brazil, Roraima",Others,0.135612071
Urban,Higher,"Brazil, Roraima",Financial Services,0
Urban,Higher,"Brazil, Roraima",ICT,0.026047591
Urban,Higher,"Brazil, Roraima",Personal Care,0.031550901
Urban,Higher,"Brazil, Roraima",Health,0.11800181
Urban,Higher,"Brazil, Roraima",Education   ,0.023750815
Urban,Higher,"Brazil, Roraima",Water Utility,0.008129365
Urban,Higher,"Brazil, Roraima",Transport,0.426727204
Urban,Higher,"Brazil, Roraima",Energy,0.036386418
Urban,Higher,"Brazil, Roraima",Housing,0.034706566
Urban,Higher,"Brazil, Roraima",Clothing and Footwear,0.062341105
Urban,Higher,"Brazil, Roraima",Food and Beverages,0.096746155
Urban,Higher,"Brazil, Roraima",All Sectors,1
Urban,Middle,"Brazil, Roraima",Others,0.14083382
Urban,Middle,"Brazil, Roraima",Financial Services,0.00089255
Urban,Middle,"Brazil, Roraima",ICT,0.038908036
Urban,Middle,"Brazil, Roraima",Personal Care,0.042001559
Urban,Middle,"Brazil, Roraima",Health,0.051946146
Urban,Middle,"Brazil, Roraima",Education   ,0.018744828
Urban,Middle,"Brazil, Roraima",Water Utility,0.010889647
Urban,Middle,"Brazil, Roraima",Transport,0.271006846
Urban,Middle,"Brazil, Roraima",Energy,0.06530903
Urban,Middle,"Brazil, Roraima",Housing,0.076543779
Urban,Middle,"Brazil, Roraima",Clothing and Footwear,0.082204099
Urban,Middle,"Brazil, Roraima",Food and Beverages,0.200719659
Urban,Middle,"Brazil, Roraima",All Sectors,1
Urban,Low,"Brazil, Roraima",Others,0.106133331
Urban,Low,"Brazil, Roraima",Financial Services,0
Urban,Low,"Brazil, Roraima",ICT,0.033380735
Urban,Low,"Brazil, Roraima",Personal Care,0.05830224
Urban,Low,"Brazil, Roraima",Health,0.057606798
Urban,Low,"Brazil, Roraima",Education   ,0.009858829
Urban,Low,"Brazil, Roraima",Water Utility,0.018777308
Urban,Low,"Brazil, Roraima",Transport,0.175962659
Urban,Low,"Brazil, Roraima",Energy,0.101562847
Urban,Low,"Brazil, Roraima",Housing,0.06457692
Urban,Low,"Brazil, Roraima",Clothing and Footwear,0.090158303
Urban,Low,"Brazil, Roraima",Food and Beverages,0.283680031
Urban,Low,"Brazil, Roraima",All Sectors,1
Urban,Lowest,"Brazil, Roraima",Others,0.096011946
Urban,Lowest,"Brazil, Roraima",Financial Services,0
Urban,Lowest,"Brazil, Roraima",ICT,0.029203425
Urban,Lowest,"Brazil, Roraima",Personal Care,0.053564653
Urban,Lowest,"Brazil, Roraima",Health,0.055219797
Urban,Lowest,"Brazil, Roraima",Education   ,0.008635042
Urban,Lowest,"Brazil, Roraima",Water Utility,0.029371484
Urban,Lowest,"Brazil, Roraima",Transport,0.104761109
Urban,Lowest,"Brazil, Roraima",Energy,0.139634729
Urban,Lowest,"Brazil, Roraima",Housing,0.066967367
Urban,Lowest,"Brazil, Roraima",Clothing and Footwear,0.084044571
Urban,Lowest,"Brazil, Roraima",Food and Beverages,0.332585877
Urban,Lowest,"Brazil, Roraima",All Sectors,1
Urban,All,"Brazil, Roraima",Others,0.123267093
Urban,All,"Brazil, Roraima",Financial Services,0.000355043
Urban,All,"Brazil, Roraima",ICT,0.034093598
Urban,All,"Brazil, Roraima",Personal Care,0.047428849
Urban,All,"Brazil, Roraima",Health,0.063979918
Urban,All,"Brazil, Roraima",Education   ,0.015311173
Urban,All,"Brazil, Roraima",Water Utility,0.015117941
Urban,All,"Brazil, Roraima",Transport,0.243563197
Urban,All,"Brazil, Roraima",Energy,0.081318991
Urban,All,"Brazil, Roraima",Housing,0.065190239
Urban,All,"Brazil, Roraima",Clothing and Footwear,0.082313554
Urban,All,"Brazil, Roraima",Food and Beverages,0.228060405
Urban,All,"Brazil, Roraima",All Sectors,1
National,Higher,"Brazil, Santa Catarina",Others,0.204934615
National,Higher,"Brazil, Santa Catarina",Financial Services,0.000624356
National,Higher,"Brazil, Santa Catarina",ICT,0.021081695
National,Higher,"Brazil, Santa Catarina",Personal Care,0.012484623
National,Higher,"Brazil, Santa Catarina",Health,0.059730669
National,Higher,"Brazil, Santa Catarina",Education   ,0.038572467
National,Higher,"Brazil, Santa Catarina",Water Utility,0.004810707
National,Higher,"Brazil, Santa Catarina",Transport,0.364499199
National,Higher,"Brazil, Santa Catarina",Energy,0.020198649
National,Higher,"Brazil, Santa Catarina",Housing,0.082517498
National,Higher,"Brazil, Santa Catarina",Clothing and Footwear,0.051455546
National,Higher,"Brazil, Santa Catarina",Food and Beverages,0.139089976
National,Higher,"Brazil, Santa Catarina",All Sectors,1
National,Middle,"Brazil, Santa Catarina",Others,0.129240327
National,Middle,"Brazil, Santa Catarina",Financial Services,0.000616974
National,Middle,"Brazil, Santa Catarina",ICT,0.035604593
National,Middle,"Brazil, Santa Catarina",Personal Care,0.019207743
National,Middle,"Brazil, Santa Catarina",Health,0.080149632
National,Middle,"Brazil, Santa Catarina",Education   ,0.02770385
National,Middle,"Brazil, Santa Catarina",Water Utility,0.012466896
National,Middle,"Brazil, Santa Catarina",Transport,0.259656873
National,Middle,"Brazil, Santa Catarina",Energy,0.046849719
National,Middle,"Brazil, Santa Catarina",Housing,0.069764774
National,Middle,"Brazil, Santa Catarina",Clothing and Footwear,0.073741021
National,Middle,"Brazil, Santa Catarina",Food and Beverages,0.244997598
National,Middle,"Brazil, Santa Catarina",All Sectors,1
National,Low,"Brazil, Santa Catarina",Others,0.11849713
National,Low,"Brazil, Santa Catarina",Financial Services,0.000211704
National,Low,"Brazil, Santa Catarina",ICT,0.044478659
National,Low,"Brazil, Santa Catarina",Personal Care,0.022567476
National,Low,"Brazil, Santa Catarina",Health,0.083030928
National,Low,"Brazil, Santa Catarina",Education   ,0.016791595
National,Low,"Brazil, Santa Catarina",Water Utility,0.023490501
National,Low,"Brazil, Santa Catarina",Transport,0.181173654
National,Low,"Brazil, Santa Catarina",Energy,0.090310961
National,Low,"Brazil, Santa Catarina",Housing,0.066492547
National,Low,"Brazil, Santa Catarina",Clothing and Footwear,0.094655263
National,Low,"Brazil, Santa Catarina",Food and Beverages,0.258299583
National,Low,"Brazil, Santa Catarina",All Sectors,1
National,Lowest,"Brazil, Santa Catarina",Others,0.12219471
National,Lowest,"Brazil, Santa Catarina",Financial Services,0
National,Lowest,"Brazil, Santa Catarina",ICT,0.026694864
National,Lowest,"Brazil, Santa Catarina",Personal Care,0.024283189
National,Lowest,"Brazil, Santa Catarina",Health,0.079842628
National,Lowest,"Brazil, Santa Catarina",Education   ,0.004448671
National,Lowest,"Brazil, Santa Catarina",Water Utility,0.048728561
National,Lowest,"Brazil, Santa Catarina",Transport,0.105540434
National,Lowest,"Brazil, Santa Catarina",Energy,0.172455709
National,Lowest,"Brazil, Santa Catarina",Housing,0.099462136
National,Lowest,"Brazil, Santa Catarina",Clothing and Footwear,0.095988343
National,Lowest,"Brazil, Santa Catarina",Food and Beverages,0.220360755
National,Lowest,"Brazil, Santa Catarina",All Sectors,1
National,All,"Brazil, Santa Catarina",Others,0.16331656
National,All,"Brazil, Santa Catarina",Financial Services,0.000552895
National,All,"Brazil, Santa Catarina",ICT,0.029887124
National,All,"Brazil, Santa Catarina",Personal Care,0.016594173
National,All,"Brazil, Santa Catarina",Health,0.07092124
National,All,"Brazil, Santa Catarina",Education   ,0.030912756
National,All,"Brazil, Santa Catarina",Water Utility,0.010988861
National,All,"Brazil, Santa Catarina",Transport,0.29552546
National,All,"Brazil, Santa Catarina",Energy,0.042425119
National,All,"Brazil, Santa Catarina",Housing,0.075768003
National,All,"Brazil, Santa Catarina",Clothing and Footwear,0.066563127
National,All,"Brazil, Santa Catarina",Food and Beverages,0.196544682
National,All,"Brazil, Santa Catarina",All Sectors,1
Rural,Higher,"Brazil, Santa Catarina",Others,0.192641529
Rural,Higher,"Brazil, Santa Catarina",Financial Services,0.000320998
Rural,Higher,"Brazil, Santa Catarina",ICT,0.015491613
Rural,Higher,"Brazil, Santa Catarina",Personal Care,0.010309318
Rural,Higher,"Brazil, Santa Catarina",Health,0.045792209
Rural,Higher,"Brazil, Santa Catarina",Education   ,0.037008655
Rural,Higher,"Brazil, Santa Catarina",Water Utility,0.004753673
Rural,Higher,"Brazil, Santa Catarina",Transport,0.37495282
Rural,Higher,"Brazil, Santa Catarina",Energy,0.020629066
Rural,Higher,"Brazil, Santa Catarina",Housing,0.087386622
Rural,Higher,"Brazil, Santa Catarina",Clothing and Footwear,0.049160906
Rural,Higher,"Brazil, Santa Catarina",Food and Beverages,0.161552591
Rural,Higher,"Brazil, Santa Catarina",All Sectors,1
Rural,Middle,"Brazil, Santa Catarina",Others,0.099355666
Rural,Middle,"Brazil, Santa Catarina",Financial Services,0.002125219
Rural,Middle,"Brazil, Santa Catarina",ICT,0.019474308
Rural,Middle,"Brazil, Santa Catarina",Personal Care,0.015917101
Rural,Middle,"Brazil, Santa Catarina",Health,0.074261197
Rural,Middle,"Brazil, Santa Catarina",Education   ,0.018996032
Rural,Middle,"Brazil, Santa Catarina",Water Utility,0.005071434
Rural,Middle,"Brazil, Santa Catarina",Transport,0.324142396
Rural,Middle,"Brazil, Santa Catarina",Energy,0.038933725
Rural,Middle,"Brazil, Santa Catarina",Housing,0.0717824
Rural,Middle,"Brazil, Santa Catarina",Clothing and Footwear,0.06752093
Rural,Middle,"Brazil, Santa Catarina",Food and Beverages,0.262419593
Rural,Middle,"Brazil, Santa Catarina",All Sectors,1
Rural,Low,"Brazil, Santa Catarina",Others,0.106939356
Rural,Low,"Brazil, Santa Catarina",Financial Services,0.000158774
Rural,Low,"Brazil, Santa Catarina",ICT,0.030919125
Rural,Low,"Brazil, Santa Catarina",Personal Care,0.020838567
Rural,Low,"Brazil, Santa Catarina",Health,0.088736414
Rural,Low,"Brazil, Santa Catarina",Education   ,0.014299034
Rural,Low,"Brazil, Santa Catarina",Water Utility,0.010357128
Rural,Low,"Brazil, Santa Catarina",Transport,0.210181567
Rural,Low,"Brazil, Santa Catarina",Energy,0.085598457
Rural,Low,"Brazil, Santa Catarina",Housing,0.049296468
Rural,Low,"Brazil, Santa Catarina",Clothing and Footwear,0.095310216
Rural,Low,"Brazil, Santa Catarina",Food and Beverages,0.287364893
Rural,Low,"Brazil, Santa Catarina",All Sectors,1
Rural,Lowest,"Brazil, Santa Catarina",Others,0.112197966
Rural,Lowest,"Brazil, Santa Catarina",Financial Services,0
Rural,Lowest,"Brazil, Santa Catarina",ICT,0.013558903
Rural,Lowest,"Brazil, Santa Catarina",Personal Care,0.022138477
Rural,Lowest,"Brazil, Santa Catarina",Health,0.075769149
Rural,Lowest,"Brazil, Santa Catarina",Education   ,0.001766142
Rural,Lowest,"Brazil, Santa Catarina",Water Utility,0.024837511
Rural,Lowest,"Brazil, Santa Catarina",Transport,0.139000981
Rural,Lowest,"Brazil, Santa Catarina",Energy,0.144954982
Rural,Lowest,"Brazil, Santa Catarina",Housing,0.098118964
Rural,Lowest,"Brazil, Santa Catarina",Clothing and Footwear,0.120517393
Rural,Lowest,"Brazil, Santa Catarina",Food and Beverages,0.247139531
Rural,Lowest,"Brazil, Santa Catarina",All Sectors,1
Rural,All,"Brazil, Santa Catarina",Others,0.131994113
Rural,All,"Brazil, Santa Catarina",Financial Services,0.001079514
Rural,All,"Brazil, Santa Catarina",ICT,0.020277809
Rural,All,"Brazil, Santa Catarina",Personal Care,0.015219731
Rural,All,"Brazil, Santa Catarina",Health,0.067796142
Rural,All,"Brazil, Santa Catarina",Education   ,0.023526203
Rural,All,"Brazil, Santa Catarina",Water Utility,0.006565687
Rural,All,"Brazil, Santa Catarina",Transport,0.313082128
Rural,All,"Brazil, Santa Catarina",Energy,0.045121927
Rural,All,"Brazil, Santa Catarina",Housing,0.073176237
Rural,All,"Brazil, Santa Catarina",Clothing and Footwear,0.068465394
Rural,All,"Brazil, Santa Catarina",Food and Beverages,0.233695115
Rural,All,"Brazil, Santa Catarina",All Sectors,1
Urban,Higher,"Brazil, Santa Catarina",Others,0.20655566
Urban,Higher,"Brazil, Santa Catarina",Financial Services,0.000664358
Urban,Higher,"Brazil, Santa Catarina",ICT,0.021818839
Urban,Higher,"Brazil, Santa Catarina",Personal Care,0.012771473
Urban,Higher,"Brazil, Santa Catarina",Health,0.061568684
Urban,Higher,"Brazil, Santa Catarina",Education   ,0.038778681
Urban,Higher,"Brazil, Santa Catarina",Water Utility,0.004818228
Urban,Higher,"Brazil, Santa Catarina",Transport,0.363120718
Urban,Higher,"Brazil, Santa Catarina",Energy,0.020141891
Urban,Higher,"Brazil, Santa Catarina",Housing,0.081875425
Urban,Higher,"Brazil, Santa Catarina",Clothing and Footwear,0.051758132
Urban,Higher,"Brazil, Santa Catarina",Food and Beverages,0.136127912
Urban,Higher,"Brazil, Santa Catarina",All Sectors,1
Urban,Middle,"Brazil, Santa Catarina",Others,0.136714096
